순번,city,gu,dong
1240,대전광역시,중구,태평동
1241,대전광역시,중구,유천동
1242,대전광역시,중구,은행동
1243,대전광역시,중구,문화동
1244,대전광역시,중구,은행동
1245,대전광역시,중구,목동)
1246,부산광역시,금정구,남산동
1247,부산광역시,금정구,부곡동
1248,부산광역시,금정구,장전동
1249,부산광역시,금정구,장전동
1250,부산광역시,금정구,장전동
1251,부산광역시,금정구,구서동
1252,부산광역시,금정구,구서동
1253,부산광역시,금정구,서동)
1254,부산광역시,남구,용호동
1255,부산광역시,남구,용당동
1256,부산광역시,남구,문현동
1257,부산광역시,남구,대연동
1258,부산광역시,남구,대연동
1259,부산광역시,남구,대연동
1260,부산광역시,동구,초량동
1261,부산광역시,동구,초량동
1262,부산광역시,동구,초량동
1263,부산광역시,동구,범일동
1264,부산광역시,부산진구,부전동
1265,부산광역시,부산진구,부전동
1266,부산광역시,부산진구,전포동
1267,부산광역시,부산진구,양정동
1268,부산광역시,부산진구,가야제
1269,부산광역시,부산진구,개금동
1270,부산광역시,부산진구,전포동
1271,부산광역시,부산진구,부전동
1272,부산광역시,부산진구,부전동
1273,부산광역시,부산진구,부전동
1274,부산광역시,부산진구,부전동
1275,부산광역시,부산진구,부전동
1276,부산광역시,부산진구,부전동
1277,부산광역시,부산진구,부전동
1278,부산광역시,부산진구,부전동
1279,부산광역시,부산진구,부암동
1280,부산광역시,부산진구,초읍동
1281,부산광역시,부산진구,범천동
1282,부산광역시,부산진구,부전동
1283,부산광역시,북구,덕천동
1284,부산광역시,북구,화명동
1285,부산광역시,북구,덕천동
1286,부산광역시,북구,구포동
1287,부산광역시,북구,만덕동
1288,부산광역시,사상구,주례동
1289,부산광역시,사상구,주례동
1290,부산광역시,사상구,괘법동
1291,부산광역시,사상구,괘법동
1292,부산광역시,사상구,삼락동
1293,부산광역시,사상구,엄궁동
1294,부산광역시,사상구,괘법동
1295,부산광역시,사하구,다대동
1296,부산광역시,사하구,하단동
1297,부산광역시,사하구,다대동
1298,부산광역시,사하구,하단동
1299,부산광역시,사하구,괴정동
1300,부산광역시,사하구,하단동
1301,부산광역시,사하구,장림동
1302,부산광역시,연제구,거제동
1303,부산광역시,연제구,연산동
1304,부산광역시,연제구,거제제
1305,부산광역시,연제구,연산동
1306,부산광역시,연제구,연산동
1307,부산광역시,연제구,거제동
1308,부산광역시,연제구,
1309,부산광역시,연제구,연산동
1310,부산광역시,연제구,연산동
1311,부산광역시,영도구,청학동
1312,부산광역시,영도구,대교동
1313,부산광역시,중구,광복동
1314,부산광역시,중구,남포동
1315,부산광역시,중구,대청동
1316,부산광역시,중구,중앙동
1317,부산광역시,중구,남포동
1318,부산광역시,중구,광복동
1319,부산광역시,기장군,
1320,부산광역시,기장군,
1321,부산광역시,기장군,
1322,부산광역시,기장군,175
1323,부산광역시,기장군,
1324,부산광역시,기장군,
1325,부산광역시,수영구,민락동
1326,부산광역시,수영구,광안동
1327,부산광역시,수영구,남천동
1328,부산광역시,수영구,광안동
1329,부산광역시,수영구,망미동
1330,부산광역시,수영구,민락동
1331,부산광역시,수영구,남천동
1332,부산광역시,수영구,민락동
1333,부산광역시,강서구,
1334,부산광역시,강서구,명지동
1335,부산광역시,강서구,명지동
1336,부산광역시,강서구,명지동
1337,부산광역시,강서구,명지동
1338,부산광역시,동래구,
1339,부산광역시,동래구,
1340,부산광역시,동래구,사직동
1341,부산광역시,동래구,안락동
1342,부산광역시,동래구,온천동
1343,부산광역시,동래구,사직동
1344,부산광역시,동래구,온천동
1345,부산광역시,동래구,명륜동
1346,부산광역시,동래구,온천동
1347,부산광역시,서구,101
1348,부산광역시,서구,부민동
1349,부산광역시,서구,동대신
1350,부산광역시,서구,동대신
1351,부산광역시,해운대구,"우동,"
1352,부산광역시,해운대구,반여동
1353,부산광역시,해운대구,재송동
1354,부산광역시,해운대구,우동)
1355,부산광역시,해운대구,재송동
1356,부산광역시,해운대구,중동)
1357,부산광역시,해운대구,우동)
1358,부산광역시,해운대구,우동)
1359,부산광역시,해운대구,중동)
1360,부산광역시,해운대구,우동)
1361,부산광역시,해운대구,송정동
1362,부산광역시,해운대구,좌동)
1363,부산광역시,해운대구,우동)
1364,부산광역시,해운대구,우동)
1365,부산광역시,해운대구,우동)
1366,부산광역시,해운대구,중동)
1367,부산광역시,해운대구,좌동)
1368,부산광역시,해운대구,우동)
1369,부산광역시,해운대구,우동)
1370,부산광역시,해운대구,우동)
1371,부산광역시,해운대구,중동)
1372,부산광역시,해운대구,중동)
1373,부산광역시,해운대구,우동)
1374,부산광역시,해운대구,우동)
1375,부산광역시,해운대구,우동)
1376,부산광역시,해운대구,좌동)
1377,부산광역시,해운대구,좌동)
1378,부산광역시,해운대구,
1379,부산광역시,해운대구,우동)
1380,부산광역시,해운대구,중동)
1381,부산광역시,해운대구,우동)
1382,부산광역시,해운대구,중동)
1383,울산광역시,남구,달동)
1384,울산광역시,남구,옥동)
1385,울산광역시,남구,야음동
1386,울산광역시,남구,달동)
1387,울산광역시,남구,신정동
1388,울산광역시,남구,삼산동
1389,울산광역시,남구,달동)
1390,울산광역시,남구,삼산동
1391,울산광역시,남구,무거동
1392,울산광역시,남구,삼산동
1393,울산광역시,남구,무거동
1394,울산광역시,남구,달동)
1395,울산광역시,남구,삼산동
1396,울산광역시,남구,달동)
1397,울산광역시,남구,달동)
1398,울산광역시,남구,신정동
1399,울산광역시,북구,신천동
1400,울산광역시,북구,연암동
1401,울산광역시,북구,진장동
1402,울산광역시,북구,산하동
1403,울산광역시,북구,화봉동
1404,울산광역시,북구,진장동
1405,울산광역시,울주군,
1406,울산광역시,울주군,
1407,울산광역시,중구,복산동
1408,울산광역시,중구,성안동
1409,울산광역시,중구,성남동
1410,울산광역시,중구,약사동
1411,울산광역시,중구,태화동
1412,울산광역시,동구,서부동
1413,울산광역시,동구,일산동
1414,울산광역시,동구,일산동
1415,울산광역시,동구,서부동
1416,울산광역시,동구,서부동
1417,울산광역시,동구,주전동
1418,인천광역시,강화군,
1419,인천광역시,계양구,작전동
1420,인천광역시,계양구,계산동
1421,인천광역시,계양구,작전동
1422,인천광역시,계양구,계산동
1423,인천광역시,계양구,서운동
1424,인천광역시,계양구,용종동
1425,인천광역시,미추홀구,학익동
1426,인천광역시,미추홀구,용현동
1427,인천광역시,미추홀구,주안동
1428,인천광역시,미추홀구,용현동
1429,인천광역시,미추홀구,관교동
1430,인천광역시,미추홀구,숭의동
1431,인천광역시,미추홀구,주안동
1432,인천광역시,미추홀구,도화동
1433,인천광역시,미추홀구,용현동
1434,인천광역시,미추홀구,문학동
1435,인천광역시,미추홀구,문학동
1436,인천광역시,미추홀구,주안동
1437,인천광역시,동구,송림동
1438,인천광역시,부평구,갈산동
1439,인천광역시,부평구,삼산동
1440,인천광역시,부평구,부평동
1441,인천광역시,부평구,부평동
1442,인천광역시,부평구,부평동
1443,인천광역시,부평구,부평동
1444,인천광역시,부평구,갈산동
1445,인천광역시,부평구,부평동
1446,인천광역시,연수구,동춘동
1447,인천광역시,연수구,동춘동
1448,인천광역시,연수구,송도동
1449,인천광역시,연수구,송도동
1450,인천광역시,연수구,송도동
1451,인천광역시,연수구,연수동
1452,인천광역시,연수구,송도동
1453,인천광역시,연수구,송도동
1454,인천광역시,연수구,송도동
1455,인천광역시,연수구,동춘동
1456,인천광역시,연수구,송도동
1457,인천광역시,연수구,옥련동
1458,인천광역시,연수구,송도동
1459,인천광역시,연수구,송도동
1460,인천광역시,연수구,송도동
1461,인천광역시,서구,마전동
1462,인천광역시,서구,청라동
1463,인천광역시,서구,청라동
1464,인천광역시,서구,당하동
1465,인천광역시,서구,
1466,인천광역시,서구,심곡동
1467,인천광역시,서구,청라동
1468,인천광역시,서구,가정동
1469,인천광역시,서구,공촌동
1470,인천광역시,서구,청라동
1471,인천광역시,서구,원당동
1472,인천광역시,남동구,간석동
1473,인천광역시,남동구,구월동
1474,인천광역시,남동구,구월동
1475,인천광역시,남동구,서창동
1476,인천광역시,남동구,간석동
1477,인천광역시,남동구,구월동
1478,인천광역시,남동구,구월동
1479,인천광역시,남동구,구월동
1480,인천광역시,남동구,구월동
1481,인천광역시,남동구,논현동
1482,인천광역시,남동구,구월동
1483,인천광역시,남동구,간석동
1484,인천광역시,중구,중산동
1485,인천광역시,중구,운서동
1486,인천광역시,중구,운서동
1487,인천광역시,중구,운서동
1488,인천광역시,중구,운서동
1489,인천광역시,중구,운서동
1490,인천광역시,중구,운서동
1491,강원도,동해시,천곡동
1492,강원도,동해시,평릉동
1493,강원도,속초시,장사동
1494,강원도,속초시,조양동
1495,강원도,속초시,금호동
1496,강원도,속초시,교동)
1497,강원도,춘천시,
1498,강원도,춘천시,후평동
1499,강원도,춘천시,석사동
1500,강원도,춘천시,중앙로
1501,강원도,춘천시,온의동
1502,강원도,춘천시,효자동
1503,강원도,춘천시,퇴계동
1504,강원도,춘천시,온의동
1505,강원도,홍천군,
1506,강원도,홍천군,
1507,강원도,강릉시,송정동
1508,강원도,강릉시,강문동
1509,강원도,강릉시,교동)
1510,강원도,강릉시,임당동
1511,강원도,강릉시,견소동
1512,강원도,강릉시,교동)
1513,강원도,고성군,
1514,강원도,원주시,반곡동
1515,강원도,원주시,명륜동
1516,강원도,원주시,무실동
1517,강원도,원주시,반곡동
1518,강원도,원주시,단계동
1519,강원도,원주시,
1520,강원도,원주시,태장동
1521,강원도,원주시,단구동
1522,경상남도,김해시,구산동
1523,경상남도,김해시,
1524,경상남도,김해시,
1525,경상남도,김해시,
1526,경상남도,김해시,
1527,경상남도,김해시,외동)
1528,경상남도,김해시,관동동
1529,경상남도,김해시,삼계동
1530,경상남도,김해시,내동)
1531,경상남도,김해시,명법동
1532,경상남도,김해시,
1533,경상남도,김해시,동상동
1534,경상남도,김해시,대청동
1535,경상남도,김해시,장유동
1536,경상남도,김해시,
1537,경상남도,김해시,율하동
1538,경상남도,김해시,내동)
1539,경상남도,밀양시,삼문동
1540,경상남도,사천시,
1541,경상남도,사천시,벌리동
1542,경상남도,진주시,
1543,경상남도,진주시,주약동
1544,경상남도,진주시,중안동
1545,경상남도,진주시,신안동
1546,경상남도,진주시,가좌동
1547,경상남도,진주시,초전동
1548,경상남도,진주시,충무공
1549,경상남도,진주시,칠암동
1550,경상남도,창원시,회원동
1551,경상남도,창원시,상남동
1552,경상남도,창원시,석전동
1553,경상남도,창원시,오동동
1554,경상남도,창원시,자은동
1555,경상남도,창원시,팔용동
1556,경상남도,창원시,
1557,경상남도,창원시,귀곡동
1558,경상남도,창원시,합성동
1559,경상남도,창원시,합성동
1560,경상남도,창원시,
1561,경상남도,창원시,용원동
1562,경상남도,창원시,상남동
1563,경상남도,창원시,상남동
1564,경상남도,창원시,상남동
1565,경상남도,창원시,산호동
1566,경상남도,창원시,대원동
1567,경상남도,창원시,해운동
1568,경상남도,창원시,용호동
1569,경상남도,창원시,월남동
1570,경상남도,창원시,봉암동
1571,경상남도,창원시,경화동
1572,경상남도,창원시,반림동
1573,경상남도,창원시,중동)
1574,경상남도,창원시,양덕동
1575,경상남도,창원시,사림동
1576,경상남도,창원시,용원동
1577,경상남도,창원시,가음정
1578,경상남도,창원시,사파동
1579,경상남도,창원시,장천동
1580,경상남도,창원시,명서동
1581,경상남도,창원시,
1582,경상남도,통영시,
1583,경상남도,거제시,수월동
1584,경상남도,거제시,고현동
1585,경상남도,거제시,
1586,경상남도,거제시,옥포동
1587,경상남도,거제시,장평동
1588,경상남도,양산시,
1589,경상남도,양산시,
1590,경상남도,양산시,
1591,경상남도,양산시,덕계동
1592,경상남도,양산시,중부동
1593,경상남도,양산시,
1594,경상남도,양산시,중부동
1595,경상남도,양산시,
1596,경상북도,경산시,중방동
1597,경상북도,경산시,대동)
1598,경상북도,경산시,조영동
1599,경상북도,경산시,대동)
1600,경상북도,경산시,
1601,경상북도,경산시,중산동
1602,경상북도,경산시,
1603,경상북도,경산시,계양동
1604,경상북도,경산시,중산동
1605,경상북도,경산시,
1606,경상북도,경주시,천군동
1607,경상북도,경주시,사정동
1608,경상북도,경주시,황성동
1609,경상북도,경주시,황남동
1610,경상북도,경주시,북군동
1611,경상북도,경주시,노동동
1612,경상북도,경주시,신평동
1613,경상북도,경주시,용강동
1614,경상북도,구미시,상모동
1615,경상북도,구미시,도량동
1616,경상북도,구미시,양포동
1617,경상북도,구미시,송정동
1618,경상북도,구미시,인의동
1619,경상북도,구미시,남통동
1620,경상북도,구미시,원평동
1621,경상북도,구미시,황상동
1622,경상북도,구미시,공단동
1623,경상북도,구미시,광평동
1624,경상북도,구미시,
1625,경상북도,구미시,
1626,경상북도,상주시,무양동
1627,경상북도,예천군,
1628,경상북도,포항시,상도동
1629,경상북도,포항시,
1630,경상북도,포항시,대잠동
1631,경상북도,포항시,인덕동
1632,경상북도,포항시,대잠동
1633,경상북도,포항시,이동)
1634,경상북도,포항시,대도동
1635,경상북도,포항시,동촌동
1636,경상북도,문경시,
1637,경상북도,김천시,율곡동
1638,경상북도,김천시,대신동
1639,경상북도,안동시,옥동)
1640,경상북도,안동시,수상동
1641,경상북도,안동시,삼산동
1642,경상북도,안동시,법흥동
1643,경상북도,안동시,옥동)
1644,경상북도,영천시,완산동
1645,경상북도,포항시,
1646,경상북도,포항시,장성동
1647,경상북도,포항시,양덕동
1648,경상북도,포항시,신흥동
1649,경상북도,포항시,항구동
1650,경상북도,포항시,죽도동
1651,전라남도,광양시,
1652,전라남도,광양시,
1653,전라남도,광양시,마동)
1654,전라남도,목포시,상동)
1655,전라남도,목포시,상동)
1656,전라남도,목포시,산정동
1657,전라남도,목포시,옥암동
1658,전라남도,목포시,상동)
1659,전라남도,목포시,옥암동
1660,전라남도,목포시,용해동
1661,전라남도,무안군,
1662,전라남도,무안군,
1663,전라남도,순천시,연향동
1664,전라남도,순천시,
1665,전라남도,순천시,왕지동
1666,전라남도,순천시,조례동
1667,전라남도,순천시,가곡동
1668,전라남도,순천시,연향동
1669,전라남도,순천시,덕암동
1670,전라남도,여수시,종화동
1671,전라남도,여수시,학동)
1672,전라남도,여수시,웅천동
1673,전라남도,여수시,둔덕동
1674,전라남도,여수시,여서동
1675,전라남도,여수시,학동)
1676,전라남도,여수시,신월동
1677,전라남도,여수시,웅천동
1678,전라남도,화순군,
1679,전라남도,나주시,빛가람
1680,전라남도,나주시,빛가람
1681,전라북도,김제시,검산동
1682,전라북도,남원시,쌍교동
1683,전라북도,익산시,모현동
1684,전라북도,익산시,영등동
1685,전라북도,익산시,영등동
1686,전라북도,익산시,동산동
1687,전라북도,전주시,송천동
1688,전라북도,전주시,금암동
1689,전라북도,전주시,중동)
1690,전라북도,전주시,덕진동
1691,전라북도,전주시,덕진동
1692,전라북도,전주시,송천동
1693,전라북도,전주시,인후동
1694,전라북도,전주시,호성동
1695,전라북도,전주시,여의동
1696,전라북도,전주시,평화동
1697,전라북도,전주시,중화산
1698,전라북도,전주시,효자동
1699,전라북도,전주시,서신동
1700,전라북도,전주시,효자동
1701,전라북도,전주시,전동)
1702,전라북도,전주시,효자동
1703,전라북도,전주시,고사동
1704,전라북도,전주시,효자동
1705,전라북도,전주시,서신동
1706,전라북도,전주시,효자동
1707,전라북도,정읍시,수성동
1708,전라북도,군산시,나운동
1709,전라북도,군산시,수송동
1710,전라북도,군산시,미룡동
1711,전라북도,군산시,경암동
1712,전라북도,군산시,조촌동
1713,전라북도,군산시,수송동
1714,충청남도,공주시,
1715,충청남도,공주시,신관동
1716,충청남도,공주시,신관동
1717,충청남도,논산시,
1718,충청남도,논산시,내동)
1719,충청남도,보령시,궁촌동
1720,충청남도,보령시,신흑동
1721,충청남도,서산시,예천동
1722,충청남도,서산시,읍내동
1723,충청남도,천안시,신부동
1724,충청남도,천안시,청당동
1725,충청남도,천안시,안서동
1726,충청남도,천안시,신부동
1727,충청남도,천안시,신부동
1728,충청남도,천안시,
1729,충청남도,천안시,구성동
1730,충청남도,천안시,백석동
1731,충청남도,천안시,백석동
1732,충청남도,천안시,불당동
1733,충청남도,천안시,쌍용동
1734,충청남도,천안시,두정동
1735,충청남도,천안시,불당동
1736,충청남도,천안시,쌍용동
1737,충청남도,천안시,불당동
1738,충청남도,천안시,성정동
1739,충청남도,천안시,불당동
1740,충청남도,천안시,부성1
1741,충청남도,천안시,쌍용동
1742,충청남도,천안시,성성동
1743,충청남도,홍성군,
1744,충청남도,홍성군,
1745,충청남도,계룡시,
1746,충청남도,당진시,시곡동
1747,충청남도,당진시,읍내동
1748,충청남도,아산시,방축동
1749,충청남도,아산시,
1750,충청남도,아산시,
1751,충청남도,아산시,용화동
1752,충청남도,아산시,모종동
1753,충청남도,아산시,권곡동
1754,충청남도,아산시,
1755,충청남도,아산시,모종동
1756,충청남도,아산시,
1757,충청북도,증평군,
1758,충청북도,청주시,용암동
1759,충청북도,청주시,용담동
1760,충청북도,청주시,서문동
1761,충청북도,충주시,호암동
1762,충청북도,충주시,금릉동
1763,충청북도,충주시,봉방동
1764,충청북도,충주시,연수동
1765,충청북도,충주시,교현동
1766,충청북도,음성군,
1767,충청북도,제천시,중앙로
1768,충청북도,청주시,비하동
1769,충청북도,청주시,
1770,충청북도,청주시,봉명동
1771,충청북도,청주시,강서동
1772,충청북도,청주시,복대동
1773,충청북도,청주시,복대동
1774,충청북도,청주시,가경동
1775,충청북도,청주시,
1776,충청북도,청주시,가경동
1777,충청북도,청주시,복대동
1778,충청북도,청주시,미평동
1779,충청북도,청주시,사직동
1780,충청북도,청주시,개신동
1781,충청북도,청주시,사창동
1782,충청북도,청주시,분평동
1783,충청북도,청주시,
1784,충청북도,청주시,율량동
1785,충청북도,청주시,
1786,충청북도,진천군,
1787,제주특별자치도,서귀포시,
1788,제주특별자치도,서귀포시,
1789,제주특별자치도,서귀포시,
1790,제주특별자치도,서귀포시,색달동
1791,제주특별자치도,서귀포시,
1792,제주특별자치도,서귀포시,강정동
1793,제주특별자치도,서귀포시,
1794,제주특별자치도,서귀포시,색달동
1795,제주특별자치도,서귀포시,서귀동
1796,제주특별자치도,서귀포시,
1797,제주특별자치도,제주시,도남동
1798,제주특별자치도,제주시,
1799,제주특별자치도,제주시,외도일
1800,제주특별자치도,제주시,도련일
1801,제주특별자치도,제주시,이도이
1802,제주특별자치도,제주시,
1803,제주특별자치도,제주시,노형동
1804,제주특별자치도,제주시,
1805,제주특별자치도,제주시,일도일
1806,제주특별자치도,제주시,노형동
1807,제주특별자치도,제주시,용담삼
1808,제주특별자치도,제주시,노형동
1809,제주특별자치도,제주시,노형동
1810,제주특별자치도,제주시,노형동
1811,제주특별자치도,제주시,노형동
1812,제주특별자치도,제주시,용담삼
1813,제주특별자치도,제주시,일도이
1814,제주특별자치도,제주시,용담이
1815,세종특별자치시,다정북로,다정동
1816,세종특별자치시,한누리대로,보람동
1817,세종특별자치시,,새롬동
1818,세종특별자치시,,어진동
1819,세종특별자치시,,종촌동
1820,세종특별자치시,,
1821,세종특별자치시,금송로,가람동
1822,세종특별자치시,,어진동
1823,세종특별자치시,아름서1길,아름동
1824,세종특별자치시,노을3로,한솔동
1825,세종특별자치시,소담3로,소담동
1826,세종특별자치시,보듬7로,도담동